TTNBR,SERVICEACCTNBR,ServiceType,TROUBLECODEDESC,CONTACTDATETIME,Longitude,Latitude
502623,3157,Cable,CAB-Loss of All Channels,25-May-17,-78.646441,38.872752
502625,178423,Cable - Business Customer,CAB-Loss of All Channels,25-May-17,-78.66378,38.660812
502627,238823,Cable,CAB-Equipment,25-May-17,-79.214906,37.304391
502629,641587,Cable,CAB-Loss of All Channels,25-May-17,-78.644938,38.872814
502630,3340,Cable,CAB-Loss of All Channels,25-May-17,-78.643849,38.872858
502909,259997,Cable,CAB-Loss of All Channels,28-May-17,-79.668576,37.071953
502910,246013,Cable,CAB-Loss of All Channels,28-May-17,-81.15533,36.937105
502911,284296,Network,NET-Slow Speed,28-May-17,-79.609132,37.01921
502912,700349,Network,NET-No Internet Connection,28-May-17,-79.195746,37.191458
502914,284930,Network,NET-Intermittent Connection,28-May-17,-79.221787,37.32771
502915,684243,Cable,CAB-Loss of All Channels,28-May-17,-78.009392,37.079064
502916,460726,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,28-May-17,-78.852064,37.337767
502918,268184,Cable,CAB-Loss of All Channels,28-May-17,-79.675539,37.054456
502922,652278,Network-Res DSL,NET-No Internet Connection,28-May-17,-78.466241,38.948282
502923,713165,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,28-May-17,-82.30446,36.980811
502924,40414,Network-Res DSL,NET-No Internet Connection,28-May-17,-78.560792,38.822553
502926,697025,Cable,CAB-Loss of All Channels,28-May-17,-81.156264,36.936726
502928,443643,Network,NET-No Internet Connection,28-May-17,-80.41972,37.155934
502930,430251,Network,NET-No Internet Connection,28-May-17,-79.259582,37.344799
503194,685164,Network - Business Cust,NET-No Internet Connection,30-May-17,-79.997435,37.791764
503195,247275,Cable,CAB-Loss of All Channels,30-May-17,-81.419638,37.38892
503198,720712,Network,NET-No Internet Connection,30-May-17,-79.630457,37.006303
503202,20780,Network-Res DSL,NET-Slow Speed,30-May-17,-78.54468,38.875124
503203,575705,Network,NET-Slow Speed,30-May-17,-79.26285,37.332654
503204,704365,Network,NET-No Internet Connection,30-May-17,-79.265431,37.405847
503205,508509,Network,NET-No Internet Connection,30-May-17,-79.266614,37.407963
503206,596140,Cable,CAB-Maestro,30-May-17,-80.533628,39.0484
503208,732078,Network-Res DSL,NET-No Internet Connection,30-May-17,-78.357557,38.991383
499718,703534,Network,NET-No Internet Connection,6-May-17,-80.688454,37.109441
499719,256297,Cable,CAB-Maestro,6-May-17,-79.25838,37.380427
499720,414049,Network,NET-No Internet Connection,6-May-17,-80.690026,39.048467
499722,702020,Network,NET-Intermittent Connection,6-May-17,-81.980239,37.024653
499723,727934,Cable,CAB-Poor Quality-All Channels,6-May-17,-77.860013,36.760345
499724,37751,Network-Res DSL,NET-Intermittent Connection,6-May-17,-78.538712,38.839625
499725,422367,Network,NET-No Internet Connection,6-May-17,-78.857411,37.346603
499726,616041,Cable,CAB-Equipment,6-May-17,-81.585361,37.429575
499727,25605,Network-Res DSL,NET-Slow Speed,6-May-17,-78.429642,38.948606
499729,258072,Network,NET-No Internet Connection,6-May-17,-79.772088,37.034776
499730,415603,Network-Res DSL,NET-No Internet Connection,6-May-17,-78.461058,38.910828
499732,418819,Cable,CAB-Loss of All Channels,6-May-17,-80.408771,38.473976
499733,279013,Cable,CAB-Loss of All Channels,6-May-17,-79.933302,37.085713
499735,288235,Cable,CAB-Loss of All Channels,6-May-17,-79.952177,37.082558
500019,627713,Network,NET-No Internet Connection,9-May-17,-79.275347,37.354243
500020,231774,Cable,TD-Non-Payment Disco,9-May-17,-81.618627,37.696479
500021,243210,Cable,TD-Non-Payment Disco,9-May-17,-81.38782,37.579256
500022,248167,Cable,TD-Non-Payment Disco,9-May-17,-81.572855,37.431601
500023,247991,Cable,TD-Non-Payment Disco,9-May-17,-81.572855,37.431601
500024,249570,Cable,TD-Non-Payment Disco,9-May-17,-81.68581,37.303725
500025,249716,Cable,TD-Non-Payment Disco,9-May-17,-81.717683,37.332188
500028,248652,Cable,TD-Non-Payment Disco,9-May-17,-81.596773,37.440529
500029,269195,Cable,TD-Non-Payment Disco,9-May-17,-82.292718,36.86489
500034,729837,Prospect Account,Serviceability Check - RES,9-May-17,-79.262916,37.328971
500309,18019,Residential Phone,TEL-No Dial Tone,10-May-17,-78.636097,38.75252
500311,263669,Cable,Drop Bury - Post Install,10-May-17,-80.59102,37.142402
500313,263070,Network,NET-No Internet Connection,10-May-17,-80.540156,37.124246
500314,28288,Residential Phone,TEL-No Dial Tone,10-May-17,-78.636084,38.752448
500315,271192,Cable,CAB-Poor Quality-All Channels,10-May-17,-82.107304,36.882585
500316,590722,VOIP-Bus ShenTel Cable,TEL-Noise On Line,10-May-17,-80.537728,38.229008
500318,609825,Network-Res DSL,NET-No Internet Connection,10-May-17,-78.635593,38.749778
500319,730101,Prospect Account,Serviceability Check - RES,10-May-17,-78.776722,38.813745
500320,727067,Network,NET-Slow Speed,10-May-17,-81.15441,37.950086
500321,730106,Prospect Account,Serviceability Check - RES,10-May-17,-81.618627,37.696479
500322,587957,Network,NET-No Internet Connection,10-May-17,-77.729797,39.323199
500324,242250,Cable,CAB-Poor Quality-All Channels,10-May-17,-79.261046,37.382904
500325,12904,Business Phone,TEL-No Dial Tone,10-May-17,-78.517374,38.867643
500326,63472,Network-Res DSL,NET-Slow Speed,10-May-17,-78.776722,38.813745
500576,665229,Network,NET-No Internet Connection,11-May-17,-79.987361,37.754298
500577,36481,Cable,CAB-Loss of Some Channels,11-May-17,-78.537151,38.88335
500579,730388,Prospect Account,Serviceability Check - RES,11-May-17,-79.711337,37.142962
500580,122724,Cable,CAB-Loss of All Channels,11-May-17,-79.990744,37.8037
500581,708709,Cable,CAB-Loss of Some Channels,11-May-17,-79.881806,36.996114
500583,342279,Network,NET-No Internet Connection,11-May-17,-78.628231,37.070059
500584,634379,Network-Prepaid Svcs,NET-No Internet Connection,11-May-17,-78.637191,36.631321
500586,266993,Cable,CAB-Loss of All Channels,11-May-17,-79.883137,37.12105
500588,620711,Cable,CAB-Loss of Some Channels,11-May-17,-79.063814,37.326513
500589,429465,Cable,CAB-Equipment,11-May-17,-79.65091,37.11148
500590,554356,Network-Res DSL,NET-No Internet Connection,11-May-17,-78.405026,38.970906
500904,730644,Prospect Account,Serviceability Check - RES,15-May-17,-78.363792,38.98916
500906,730651,Prospect Account,Serviceability Check - RES,15-May-17,-79.148567,37.30058
500907,532364,Cable,TD-Reconnect,15-May-17,-81.817844,37.324322
500908,452553,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,15-May-17,-81.087474,36.95192
500910,497994,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,15-May-17,-81.608213,37.238177
500912,244630,Cable - Business Customer,CAB-Loss of All Channels,15-May-17,-81.095609,36.953277
500913,728722,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,15-May-17,-81.572855,37.431601
500917,144461,Cable,CAB-Poor Quality-All Channels,15-May-17,-79.12373,39.000322
500918,694162,Network,NET-No Internet Connection,15-May-17,-79.38009,37.376652
501157,448474,Cable,CAB-Loss of All Channels,16-May-17,-81.587173,37.437082
501158,651917,Network-Prepaid Svcs,NET-No Internet Connection,16-May-17,-80.56761,37.114199
501160,466005,Network,NET-Slow Speed,16-May-17,-78.382899,37.352273
501162,389139,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,16-May-17,-79.332775,38.65267
501165,730973,Prospect Account,Serviceability Check - RES,16-May-17,-82.071023,36.899979
501167,729931,Prospect Account,Drop PRE-Bury,16-May-17,-78.576344,36.61394
501173,332345,Network,NET-No Internet Connection,16-May-17,-79.532652,37.348279
501174,44975,Network-Res DSL,NET-Intermittent Connection,16-May-17,-78.530295,38.872444
501450,255836,Network,NET-No Internet Connection,17-May-17,-80.434582,37.160856
501451,505960,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,17-May-17,-79.544149,37.33309
501452,536226,Special Circuit,SPC-Special Circuit Issue,18-May-17,-78.358114,38.995805
501453,535991,Special Circuit,SPC-Special Circuit Issue,18-May-17,-78.358114,38.995805
501454,538337,Network-Res DSL,NET-No Internet Connection,18-May-17,-78.528099,38.865267
501455,30893,Network-Res DSL,NET-No Internet Connection,18-May-17,-78.747656,38.723673
501457,730931,Network,Drop Bury - Post Install,18-May-17,-79.255902,37.330352
501461,681772,Residential Phone,TEL-No Dial Tone,18-May-17,-78.59368,38.920606
501462,303899,Network-Res DSL,NET-No Internet Connection,18-May-17,-78.574538,38.788872
501463,525528,Network-Res DSL,NET-No Internet Connection,18-May-17,-78.517286,38.879911
501466,729904,Network-Res DSL,NET-No Internet Connection,18-May-17,-78.629996,38.747023
501736,585811,Network-Res DSL,NET-Intermittent Connection,19-May-17,-78.68009,38.690388
501738,253914,Cable,CAB-Loss of All Channels,19-May-17,-80.424182,37.135182
501740,264613,Network,NET-No Internet Connection,19-May-17,-79.885975,36.999514
501741,266824,Network,NET-No Internet Connection,19-May-17,-79.888118,36.961622
501742,62894,Cable,CAB-Loss of Some Channels,19-May-17,-78.571035,38.804103
501743,708014,Cable,CAB-Loss of All Channels,19-May-17,-77.990429,37.082293
501745,260877,Cable - Business Customer,CAB-Loss of All Channels,19-May-17,-79.609065,37.011212
501746,708466,Network,NET-Intermittent Connection,19-May-17,-80.523084,38.224266
501747,725309,Cable,CAB-Loss of Some Channels,19-May-17,-78.394174,37.262472
501748,654427,Cable,CAB-Loss of All Channels,19-May-17,-78.219173,37.197041
501749,731090,VOIP-Res-ShenTel Cable,Drop - Aerial,19-May-17,-81.419638,37.38892
501752,716138,Network-Res DSL,NET-No Internet Connection,19-May-17,-78.673079,38.645773
501754,492492,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,19-May-17,-80.499359,39.044719
502043,40354,Special Circuit,SPC-Special Circuit Issue,22-May-17,-78.638592,38.75079
502044,311969,Network,NET-No Internet Connection,22-May-17,-79.244184,37.278439
502045,730767,Network,Drop Bury - Post Install,22-May-17,-79.291161,37.388936
502046,179350,Network-Res DSL,NET-Slow Speed,22-May-17,-78.535689,38.887387
502047,267908,Cable,Drop Bury - Post Install,22-May-17,-79.680823,37.056454
502048,257036,Cable,CAB-Loss of Some Channels,22-May-17,-80.487195,37.094936
502049,261370,Cable,Drop Bury - Post Install,22-May-17,-80.56761,37.114199
502051,319562,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.830671,38.770802
502054,264969,Network,Drop PRE-Bury,22-May-17,-79.904784,36.978397
502055,234668,Network - Business Cust,NET-Intermittent Connection,22-May-17,-79.307388,37.305997
502057,529290,VOIP-Res-ShenTel Cable,TEL-Cannot Make Outbound Calls,22-May-17,-82.310627,36.904152
502335,256021,Cable,CAB-Maestro,24-May-17,-80.417378,37.120766
502336,732215,Prospect Account,Serviceability Check - RES,24-May-17,-79.379325,37.321556
502337,516090,Cable,CAB-Maestro,24-May-17,-81.08857,36.94154
502338,681213,Network - Business Cust,NET-No Internet Connection,24-May-17,-78.825696,37.346178
502340,237240,Cable,CAB-Loss of All Channels,24-May-17,-79.252539,37.348776
502342,278413,Cable,Drop Bury - Post Install,24-May-17,-79.323235,37.401489
502343,241734,Cable,Drop Bury - Post Install,24-May-17,-79.390286,37.345198
502344,444277,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,24-May-17,-78.822935,37.349122
502345,236270,Cable,Drop Bury - Post Install,24-May-17,-79.313368,37.130254
502631,680960,Network-Prepaid Svcs,NET-No Internet Connection,25-May-17,-79.330801,38.643132
502632,278985,Network,NET-No Internet Connection,25-May-17,-79.648445,37.104464
502634,707728,Network-Res DSL,NET-Slow Speed,26-May-17,-78.777996,38.813483
502635,287593,Cable,CAB-Loss of Some Channels,26-May-17,-81.074232,36.94471
502636,539796,Residential Phone,TEL-No Dial Tone,26-May-17,-78.522686,38.889128
502639,728405,Network,NET-Slow Speed,26-May-17,-79.29344,37.350087
502641,5861,Residential Phone,TEL-No Dial Tone,26-May-17,-78.567212,38.869039
502642,434255,Network-Res DSL,NET-No Internet Connection,26-May-17,-78.787997,38.798807
502644,589553,Cable,CAB-Equipment,26-May-17,-78.564134,36.602987
502645,44796,Network-Res DSL,NET-Intermittent Connection,26-May-17,-78.506926,38.867929
502646,12440,Residential Phone,TEL-No Dial Tone,26-May-17,-78.636711,38.808365
502932,731653,Network,NET-Slow Speed,28-May-17,-79.943749,38.980776
502935,235295,Cable,CAB-Poor Quality-All Channels,28-May-17,-79.272926,37.316724
502936,641024,Cable,CAB-Loss of All Channels,28-May-17,-80.471462,39.052313
502938,586946,Cable,CAB-Loss of All Channels,28-May-17,-79.664841,37.130938
502939,731117,Cable,CAB-Loss of Some Channels,28-May-17,-80.464376,39.044491
502940,281714,Cable,CAB-Loss of All Channels,28-May-17,-81.076643,36.957492
502941,253530,Cable - Business Customer,CAB-Loss of One Channel,28-May-17,-80.446155,37.155344
502942,603372,Cable,CAB-Loss of All Channels,28-May-17,-81.155455,36.936821
502943,245970,Cable,CAB-Loss of All Channels,28-May-17,-81.154937,36.936417
502944,713436,Cable,CAB-Loss of All Channels,28-May-17,-78.124415,37.17585
502948,293799,Network,NET-Maestro,28-May-17,-79.236649,37.306691
502950,224361,Network,NET-Intermittent Connection,28-May-17,-81.173593,37.960811
503209,431618,Cable,CAB-Maestro,30-May-17,-80.403543,37.113689
503210,603147,Cable,CAB-DTA,30-May-17,-78.56413,36.602988
503211,602264,Network,NET-No Internet Connection,30-May-17,-79.265413,37.405838
503212,719048,Network,NET-No Internet Connection,30-May-17,-79.151871,37.303306
503213,259664,Cable,CAB-Loss of All Channels,30-May-17,-79.635206,37.056281
503215,133951,Cable,CAB-Maestro,30-May-17,-80.476719,39.022454
503216,413081,Network,NET-No Internet Connection,30-May-17,-80.559826,38.203139
503217,709803,Network,NET-No Internet Connection,30-May-17,-81.624489,37.596176
503218,502694,Cable,CAB-Loss of All Channels,30-May-17,-80.593733,37.133279
503219,658547,Network,NET-No Internet Connection,30-May-17,-79.519662,37.339077
503221,642007,Network,NET-No Internet Connection,30-May-17,-79.210725,37.191512
503222,647991,Network-Res DSL,NET-Intermittent Connection,31-May-17,-78.791171,38.805778
503223,184683,Residential Phone,TEL-No Dial Tone,31-May-17,-78.435403,38.82973
499736,507501,Cable,CAB-Loss of All Channels,6-May-17,-79.623248,37.085951
499737,483930,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,6-May-17,-79.260887,37.326355
499739,495668,Cable,CAB-Loss of All Channels,6-May-17,-78.777996,38.813483
499741,504405,Network,NET-No Internet Connection,6-May-17,-79.821046,37.8165
499742,229359,Cable,Drop - Aerial,6-May-17,-81.573972,37.744189
499743,300373,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,6-May-17,-80.620108,39.080583
499744,341527,Cable,CAB-Loss of All Channels,6-May-17,-79.644605,37.042634
499745,22026,1-Res Cable Modem,NET-Slow Speed,6-May-17,-78.672202,38.679812
499747,137810,Cable,CAB-Loss of All Channels,6-May-17,-80.66914,38.836416
499748,246334,Cable,CAB-Poor Quality-All Channels,6-May-17,-81.757186,37.374046
499750,728973,Network-Res DSL,NET-No Internet Connection,6-May-17,-78.567947,38.827925
499751,519524,Network,NET-No Internet Connection,6-May-17,-81.431747,37.415645
499752,728983,Network-Prepaid Svcs,Drop Bury - Post Install,6-May-17,-79.246985,37.333916
499754,229930,Cable,CAB-Loss of All Channels,6-May-17,-81.537344,37.606556
500046,495967,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,9-May-17,-79.29344,37.350087
500328,730114,Prospect Account,Serviceability Check - RES,10-May-17,-80.839823,38.273799
500329,578809,Cable - Business Customer,CAB-Equipment,10-May-17,-80.57897,37.142113
500330,729617,Prospect Account,Serviceability Check - RES,10-May-17,-80.57723,37.115517
500331,606038,Network,NET-No Internet Connection,10-May-17,-80.586137,37.108079
500332,654607,Network,NET-Intermittent Connection,10-May-17,-80.465167,39.04032
500333,424314,Cable,TD-Reconnect,10-May-17,-80.83389,38.291173
500335,585120,Cable,CAB-Loss of All Channels,10-May-17,-79.274969,37.341194
500336,240627,Cable,CAB-Equipment,10-May-17,-79.276196,37.345309
500337,655049,Network-Res DSL,NET-No Internet Connection,10-May-17,-78.34919,38.983699
500338,730130,Prospect Account,Serviceability Check - RES,10-May-17,-79.255902,37.330352
500343,603775,Cable,CAB-Loss of All Channels,10-May-17,-81.077179,36.95768
500594,63373,Cable,CAB-Poor Quality-All Channels,11-May-17,-78.643907,38.739982
500595,723484,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,11-May-17,-80.848876,38.283151
500596,587211,Cable,CAB-Loss of All Channels,11-May-17,-79.508681,37.320103
500597,135544,Cable,CAB-Loss of All Channels,11-May-17,-80.395669,39.00032
500598,260621,Network,NET-Intermittent Connection,11-May-17,-79.598659,37.017952
500599,450200,Network,NET-Intermittent Connection,11-May-17,-81.578915,37.441417
500600,505960,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,11-May-17,-79.544149,37.33309
500601,225375,Cable,CAB-Maestro,12-May-17,-80.858667,38.28578
500603,234770,Cable,CAB-Loss of All Channels,12-May-17,-79.056343,37.279923
500604,235600,Cable,CAB-Equipment,12-May-17,-79.229992,37.315556
500605,445198,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,12-May-17,-78.849726,37.348228
500606,548421,Cable,CAB-Loss of All Channels,12-May-17,-80.855591,38.280174
500609,503403,Cable,CAB-Equipment,12-May-17,-80.609642,37.190271
500919,609079,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,15-May-17,-79.260951,37.306274
500920,491421,Network,NET-Connection Dropping,15-May-17,-78.371657,37.275874
500921,36101,Network-Res DSL,NET-No Internet Connection,15-May-17,-78.454589,38.80799
500923,590953,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,15-May-17,-79.789085,36.886656
500926,531266,VOIP-Res-ShenTel Cable,TEL-Noise On Line,15-May-17,-80.441783,37.149528
500929,687950,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,15-May-17,-79.321994,37.274649
501177,519643,Cable,Drop Bury - Post Install,16-May-17,-78.853047,37.344736
501178,293395,Network,Drop Bury - Post Install,16-May-17,-78.784621,37.368863
501183,260564,Cable,CAB-Loss of All Channels,16-May-17,-79.675262,36.867069
501185,296280,Cable,CAB-Equipment,16-May-17,-79.864748,37.0529
501187,601856,Network,Drop - Aerial,16-May-17,-81.539861,37.622193
501188,480910,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,16-May-17,-81.571622,37.664581
501191,456276,Cable,CAB-Loss of All Channels,16-May-17,-80.460725,39.041261
501192,731003,Prospect Account,Serviceability Check - RES,16-May-17,-79.670802,37.061253
501194,627925,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,16-May-17,-79.227948,37.320124
501470,731227,Prospect Account,Serviceability Check - BUS,18-May-17,-81.381255,37.58324
501471,5602,Business Phone Trunk Hunt,TEL-Noise On Line,18-May-17,-78.53342,38.845344
501472,514561,Network,NET-Slow Speed,18-May-17,-80.368494,38.470683
501475,497566,VOIP-Bus ShenTel Cable,TEL-Calls Dropping,18-May-17,-79.874838,37.008155
501479,731246,Prospect Account,Serviceability Check - RES,18-May-17,-79.135084,37.295564
501480,683467,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,18-May-17,-79.29344,37.350087
501481,270909,Cable,CAB-Loss of All Channels,18-May-17,-82.002011,36.905056
501482,423443,Network - Business Cust,NET-No Internet Connection,18-May-17,-78.39659,37.302102
501483,13681,Residential Phone,TEL-No Dial Tone,18-May-17,-78.6575,38.720443
501484,609952,Network,NET-No Internet Connection,18-May-17,-80.428287,37.150513
501487,731277,Prospect Account,Serviceability Check - RES,18-May-17,-80.56761,37.114199
501755,292277,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,19-May-17,-79.266196,37.291015
501756,700187,Cable,CAB-Loss of All Channels,19-May-17,-79.770145,36.994714
501757,397746,Network-Res DSL,NET-No Internet Connection,19-May-17,-79.144229,38.339391
501758,487428,Network,NET-No Internet Connection,19-May-17,-79.294272,37.335496
501759,711731,Cable,CAB-Loss of All Channels,19-May-17,-79.71091,37.157638
501760,281087,Cable,CAB-Loss of All Channels,19-May-17,-79.181559,37.312157
501761,268082,Cable,CAB-Loss of All Channels,19-May-17,-79.76685,37.094046
501762,510559,Network,NET-Intermittent Connection,19-May-17,-79.015847,37.317397
501764,442254,Cable,CAB-Loss of All Channels,19-May-17,-81.570982,37.66288
501765,223997,Network-Res DSL,NET-No Internet Connection,19-May-17,-79.08392,38.341933
501766,5452,Residential Phone,TEL-No Dial Tone,19-May-17,-78.608288,38.908496
501768,440563,Network,NET-Intermittent Connection,19-May-17,-79.349314,39.485335
501770,250047,Cable,CAB-Loss of All Channels,19-May-17,-78.832843,37.316134
501773,730802,Network-Res DSL,NET-No Internet Connection,19-May-17,-78.570915,38.820602
502059,699752,Network,NET-Maestro,22-May-17,-81.075102,36.942679
502060,658495,Network,NET-Intermittent Connection,22-May-17,-79.202121,37.21901
502062,34961,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.351565,38.97974
502063,730611,Network,NET-Slow Speed,22-May-17,-80.402876,37.147374
502065,38234,Cable,CAB-Loss of All Channels,22-May-17,-78.373271,38.994436
502066,731894,Prospect Account,Serviceability Check - RES,22-May-17,-77.854733,36.746999
502068,718798,Network,NET-No Internet Connection,22-May-17,-78.850848,37.29542
502072,671455,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,22-May-17,-79.504308,37.344471
502349,729471,Network,NET-No Internet Connection,24-May-17,-81.113804,36.971968
502350,731488,Cable - Business Customer,Drop Bury - Post Install,24-May-17,-79.214456,37.165179
502351,732224,Prospect Account,Serviceability Check - RES,24-May-17,-78.642625,38.745442
502352,732225,Prospect Account,Serviceability Check - RES,24-May-17,-79.984592,37.785071
502353,731879,Prospect Account,Serviceability Check - RES,24-May-17,-80.83818,38.259372
502357,288271,Cable - Business Customer,CAB-DTA,24-May-17,-80.516068,37.101302
502358,732235,Prospect Account,Serviceability Check - RES,24-May-17,-79.163054,37.293088
502359,497737,Network,NET-Intermittent Connection,24-May-17,-80.836502,38.269056
502361,259714,Cable - Business Customer,CAB-DTA,24-May-17,-79.621773,37.056671
502649,688268,Cable,CAB-DTA,26-May-17,-80.546618,37.131101
502650,569736,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,26-May-17,-79.81686,37.103491
502652,282814,Network,NET-Intermittent Connection,26-May-17,-79.2287,37.33586
502653,732618,Prospect Account,Serviceability Check - RES,26-May-17,-79.311601,37.379337
502655,433257,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-77.820613,36.767903
502656,229127,Network,NET-Intermittent Connection,26-May-17,-81.679582,37.628967
502657,605068,Network,NET-No Internet Connection,26-May-17,-78.399517,37.301726
502661,715314,Cable,TD-Non-Payment Disco,26-May-17,-82.292718,36.86489
502663,431503,Cable,TD-Non-Payment Disco,26-May-17,-81.64751,37.700773
502951,529359,Network-Res DSL,NET-No Internet Connection,28-May-17,-78.770881,38.81771
502953,239080,Network,NET-No Internet Connection,28-May-17,-79.103992,37.272156
502955,689201,Network,NET-No Internet Connection,28-May-17,-80.388345,37.130618
502956,134980,Cable,CAB-Loss of All Channels,28-May-17,-80.46599,39.065084
502958,263803,Network,NET-No Internet Connection,28-May-17,-80.579673,37.149876
502959,699153,Cable,CAB-DTA,28-May-17,-81.68581,37.303725
502960,493950,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,28-May-17,-81.692175,37.267508
502961,571010,VOIP-Res-ShenTel Cable,TEL-Cannot Make Outbound Calls,28-May-17,-80.376407,37.129802
502962,732474,Network,NET-No Internet Connection,29-May-17,-79.950873,37.038431
502963,680515,Network,NET-Maestro,29-May-17,-79.524012,37.354762
502965,693684,Network,NET-No Internet Connection,29-May-17,-78.129392,36.959696
502966,318759,Cable,CAB-Poor Quality-All Channels,29-May-17,-79.188877,37.231096
502968,402561,Business Phone,TEL-Noise On Line,29-May-17,-78.689137,38.776575
502969,412854,Network,NET-No Internet Connection,29-May-17,-79.270324,37.319995
503225,38223,Residential Phone,TEL-No Dial Tone,31-May-17,-78.395407,38.89173
503227,732040,Network,Drop Bury - Post Install,31-May-17,-79.14435,37.328226
503230,532224,Cable,CAB-Equipment,31-May-17,-82.125243,36.904133
503231,567997,Cable,CAB-Loss of All Channels,31-May-17,-79.920455,36.982589
503232,236939,Cable,CAB-DTA,31-May-17,-79.123004,37.332692
503234,443966,Network,NET-No Internet Connection,31-May-17,-78.123583,36.966605
503235,727364,Network-Res DSL,NET-No Internet Connection,31-May-17,-79.118397,38.363744
503236,537801,Network - Business Cust,NET-Intermittent Connection,31-May-17,-80.58487,37.127729
503238,733131,Prospect Account,Serviceability Check - RES,31-May-17,-79.715731,37.163652
503239,338618,Cable,CAB-Loss of All Channels,31-May-17,-79.644844,37.027568
499757,549332,Network,NET-No Internet Connection,6-May-17,-80.422002,37.147829
499759,714641,Cable,CAB-Loss of All Channels,6-May-17,-78.869313,37.368515
499761,729198,Network,Drop Bury - Post Install,6-May-17,-78.990372,37.344016
499763,686198,Network - Business Cust,NET-No Internet Connection,6-May-17,-78.457596,37.269706
499765,257947,Network,NET-No Internet Connection,6-May-17,-79.772681,37.024211
499766,566098,Network,NET-No Internet Connection,6-May-17,-78.828339,37.347029
499769,350784,Cable,CAB-Loss of All Channels,6-May-17,-80.853884,38.282909
499770,136085,Cable,CAB-Loss of All Channels,6-May-17,-80.409246,39.107874
499771,144033,Cable,CAB-Poor Quality-All Channels,6-May-17,-79.12373,39.000322
499773,90185,Cable,CAB-Loss of All Channels,6-May-17,-78.358874,38.988496
499774,706477,Network,NET-No Internet Connection,6-May-17,-78.475923,37.030877
499776,699663,Cable,CAB-Loss of All Channels,6-May-17,-79.29344,37.350087
499777,238101,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,6-May-17,-79.13424,37.318415
499778,278649,Cable,CAB-Loss of All Channels,6-May-17,-80.619805,37.207369
499779,496399,Network,NET-No Internet Connection,6-May-17,-81.68581,37.303725
500075,682041,Cable,TD-Non-Payment Disco,9-May-17,-80.457072,39.03781
500347,180394,Network-Res DSL,NET-No Internet Connection,10-May-17,-78.357992,38.99051
500348,353628,Cable,CAB-Loss of Some Channels,10-May-17,-78.464372,37.308046
500349,132321,Cable,CAB-Equipment,10-May-17,-80.475086,39.028485
500350,550656,Network,NET-No Internet Connection,10-May-17,-79.29344,37.350087
500351,287937,Network - Business Cust,NET-Slow Speed,10-May-17,-79.168401,37.279816
500353,672954,Network,Drop Bury - Post Install,10-May-17,-79.678885,37.131232
500356,688438,Cable,CAB-Maestro,10-May-17,-79.881872,36.952212
500357,216627,Network-Res DSL,NET-Intermittent Connection,10-May-17,-78.93933,38.764517
500358,125886,Cable,CAB-Loss of All Channels,10-May-17,-79.684361,37.814169
500611,236471,Cable,CAB-Loss of All Channels,12-May-17,-79.059109,37.27954
500613,571243,Network,Drop Bury - Post Install,12-May-17,-79.12373,39.000322
500614,638917,Network,NET-No Internet Connection,12-May-17,-79.660227,37.109484
500615,472999,Network - Business Cust,NET-No Internet Connection,12-May-17,-80.59026,37.119785
500619,610012,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,12-May-17,-79.332775,38.65267
500620,727700,Cable,CAB-Loss of All Channels,12-May-17,-78.535494,38.89954
500621,575446,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,12-May-17,-79.774154,37.196795
500622,550849,Cable,CAB-Loss of All Channels,12-May-17,-79.650014,37.098584
500623,33555,Residential Phone,TEL-No Dial Tone,12-May-17,-78.67204,38.643138
500624,433111,Network,NET-No Internet Connection,12-May-17,-78.397714,37.30254
500626,490091,Network,Drop Bury - Post Install,12-May-17,-79.69975,37.045411
