TTNBR,SERVICEACCTNBR,ServiceType,TROUBLECODEDESC,CONTACTDATETIME,Longitude,Latitude
500628,236317,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,12-May-17,-79.109609,37.355268
500931,726223,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,15-May-17,-79.50897,37.345042
500932,730717,Prospect Account,Serviceability Check - RES,15-May-17,-80.408803,37.133917
500933,132834,Cable,Drop - Aerial,15-May-17,-80.458254,39.040598
500934,18703,Cable,CAB-Loss of One Channel,15-May-17,-78.667301,38.633166
500935,614311,Network,NET-No Internet Connection,15-May-17,-79.12857,37.280147
500936,436399,Cable,CAB-Loss of Some Channels,15-May-17,-78.379721,37.29923
500937,730730,Prospect Account,Serviceability Check - RES,15-May-17,-79.229583,37.315806
500938,726221,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,15-May-17,-79.50897,37.345042
500939,560426,Network,NET-No Internet Connection,15-May-17,-79.512202,37.321881
500941,730732,Prospect Account,Serviceability Check - RES,15-May-17,-81.657376,37.686922
500942,581570,Network-Res DSL,NET-No Internet Connection,15-May-17,-78.34437,39.004512
501196,287127,Network,NET-No Internet Connection,16-May-17,-79.219165,37.19344
501198,286625,Cable,CAB-Loss of One Channel,16-May-17,-81.68581,37.303725
501199,688324,Network,NET-No Internet Connection,16-May-17,-80.553221,37.13877
501200,723308,VOIP-Res-ShenTel Cable,TEL-Cannot Make Outbound Calls,16-May-17,-77.903389,36.814271
501201,499309,Network,NET-No Internet Connection,16-May-17,-79.313395,37.130183
501202,598900,Network-Res DSL,NET-No Internet Connection,16-May-17,-78.51427,38.867793
501203,288999,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,16-May-17,-79.285547,37.420916
501204,729103,Network,Drop - Aerial,16-May-17,-81.669656,37.624566
501206,493189,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,16-May-17,-78.803112,37.360616
501207,235844,Cable,CAB-Equipment,16-May-17,-79.240509,37.323434
501210,351152,Cable,CAB-Loss of All Channels,16-May-17,-79.990292,37.787145
501212,726316,Cable,CAB-Loss of All Channels,16-May-17,-79.273142,37.316593
501490,731284,Prospect Account,Serviceability Check - RES,18-May-17,-79.536417,37.301835
501491,4457,Residential Phone,TEL-Calls Dropping,18-May-17,-78.455387,38.960159
501495,235303,Cable,CAB-Loss of Some Channels,18-May-17,-79.125326,37.337724
501496,730612,Cable,CAB-Loss of All Channels,18-May-17,-78.51534,38.868232
501497,266727,Cable,CAB-Loss of All Channels,18-May-17,-79.876154,36.959682
501500,9363,Residential Phone,TEL-Noise On Line,18-May-17,-78.614578,38.642796
501501,612312,Network,NET-Intermittent Connection,18-May-17,-79.31091,37.377775
501504,731085,Network,Drop - Aerial,18-May-17,-80.833709,38.933214
501775,543953,Cable,CAB-Poor Quality-All Channels,19-May-17,-80.607667,37.188812
501776,672080,Network,NET-Intermittent Connection,19-May-17,-79.859395,36.977305
501777,3623,Cable,CAB-Poor Quality-All Channels,19-May-17,-78.52171,38.919484
501779,26874,Network-Res DSL,NET-No Internet Connection,20-May-17,-78.522686,38.889128
501780,596853,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,20-May-17,-81.388585,37.579822
501783,661305,Network-Prepaid Svcs,NET-No Internet Connection,20-May-17,-80.407754,37.117341
501785,233357,Network,NET-No Internet Connection,20-May-17,-78.829033,37.35061
501786,542985,Network,NET-No Internet Connection,20-May-17,-81.33196,36.880531
501787,731404,Network,Drop Bury - Post Install,20-May-17,-80.560104,37.126347
501788,730105,Cable,Drop - Aerial,20-May-17,-79.901104,36.9932
501791,520864,Cable,CAB-Loss of All Channels,20-May-17,-78.521417,38.919667
501792,508511,Network,NET-No Internet Connection,20-May-17,-79.521543,37.332733
501793,258781,Cable,CAB-Equipment,20-May-17,-79.655086,37.123707
502077,378484,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.35238,38.980467
502080,672087,Network-Bus DSL,NET-Slow Speed,22-May-17,-78.676307,38.650257
502081,637942,Network,NET-No Internet Connection,22-May-17,-79.264386,37.34248
502082,458432,Network,NET-No Internet Connection,22-May-17,-81.585887,37.414756
502083,16003,Cable,CAB-Loss of All Channels,22-May-17,-78.366757,38.992813
502085,8501,Residential Phone,TEL-No Dial Tone,22-May-17,-78.609059,38.740314
502086,243770,Network,NET-No Internet Connection,22-May-17,-81.417658,37.572097
502087,730664,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.359605,38.992431
502088,427478,Network,NET-Slow Speed,22-May-17,-79.268575,37.376167
502089,731920,Prospect Account,Serviceability Check - RES,22-May-17,-80.787323,38.667001
502376,37169,Alarm Monitoring,ALM-Alarm Service Not Working,24-May-17,-78.481453,38.901606
502377,732263,Prospect Account,Serviceability Check - RES,24-May-17,-80.44688,37.155292
502379,226003,Network,NET-No Internet Connection,24-May-17,-80.991788,38.276019
502667,633181,Network,NET-Intermittent Connection,26-May-17,-80.417893,37.120304
502669,40081,Cable - Business Customer,CAB-Loss of All Channels,26-May-17,-78.523674,38.872099
502673,21013,Network-Res DSL,NET-Slow Speed,26-May-17,-78.366023,38.998434
502674,243699,VOIP-Res-ShenTel Cable,TEL-Cannot Make Outbound Calls,26-May-17,-81.417934,37.573287
502676,559471,Cable,CAB-Loss of All Channels,26-May-17,-79.278591,37.302784
502677,516298,Network,NET-No Internet Connection,26-May-17,-79.334709,38.647864
502678,256021,Cable,CAB-Maestro,26-May-17,-80.417378,37.120766
502679,571299,Cable,TD-Reconnect,26-May-17,-81.702015,37.459807
502683,392060,Network-Res DSL,NET-No Internet Connection,26-May-17,-78.798637,38.738338
502970,134486,Cable,CAB-Loss of Some Channels,29-May-17,-80.444854,39.06666
502972,233809,Network,NET-Intermittent Connection,29-May-17,-78.876467,37.329829
502973,38530,Residential Phone,TEL-No Dial Tone,29-May-17,-78.569608,38.726687
502975,405129,Network,NET-No Internet Connection,29-May-17,-80.56761,37.114199
502976,123698,Cable,CAB-Poor Quality-All Channels,29-May-17,-79.788797,37.833481
502977,222089,VOIP-Res-ShenTel Cable,TEL-Noise On Line,29-May-17,-80.478798,39.037597
502978,685093,Network,NET-No Internet Connection,29-May-17,-81.572855,37.431601
502979,350117,Cable,CAB-DTA,29-May-17,-79.59958,37.018881
502980,238552,Cable,CAB-Loss of All Channels,29-May-17,-78.982495,37.332918
502982,594244,Network,NET-Intermittent Connection,29-May-17,-81.572855,37.431601
502983,656681,Network,NET-No Internet Connection,29-May-17,-79.158846,37.282466
502984,420667,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,29-May-17,-79.136587,38.997766
503241,4130,Alarm Monitoring,ALM-Alarm Service Not Working,31-May-17,-78.517068,38.866858
503244,733143,Prospect Account,SALES Evaluation - Small Bus,31-May-17,-80.765126,38.667241
503246,686053,Network,NET-Intermittent Connection,31-May-17,-79.24504,37.344753
503248,258110,Cable,Drop Bury - Post Install,31-May-17,-79.762219,36.989297
503249,520643,Network,NET-Slow Speed,31-May-17,-79.244807,37.34513
503252,229637,Cable,TD-Non-Payment Disco,31-May-17,-81.537344,37.606556
499783,23230,Network-Res DSL,NET-No Internet Connection,6-May-17,-78.44231,38.919769
499785,179109,Network-Res DSL,NET-Intermittent Connection,6-May-17,-78.761559,38.850495
499786,692340,Network,NET-No Internet Connection,7-May-17,-79.482006,37.339409
499789,134565,Cable,CAB-Loss of All Channels,7-May-17,-80.408954,39.10782
499790,390130,Network,NET-No Internet Connection,7-May-17,-79.317869,37.127779
499791,608636,Network,NET-No Internet Connection,7-May-17,-79.319032,37.126522
499792,541838,Network,NET-Maestro,7-May-17,-79.545752,37.240145
499794,235075,Cable,CAB-Loss of All Channels,7-May-17,-79.31652,37.128891
499797,723618,Cable,CAB-Poor Quality-All Channels,7-May-17,-80.411307,37.152107
499798,655049,Network-Res DSL,NET-No Internet Connection,7-May-17,-78.34919,38.983699
499799,18890,Network-Res DSL,NET-No Internet Connection,7-May-17,-78.663869,38.632119
499800,290579,Cable,CAB-Loss of All Channels,7-May-17,-79.748314,36.957118
499801,372950,Cable,CAB-Loss of All Channels,7-May-17,-81.618627,37.696479
499806,221266,Cable,CAB-Equipment,7-May-17,-79.12373,39.000322
500087,718659,Cable,TD-Non-Payment Disco,9-May-17,-80.450944,39.039594
500095,278700,Cable,TD-Non-Payment Disco,9-May-17,-81.68581,37.303725
500096,509917,Cable,TD-Non-Payment Disco,9-May-17,-81.642269,37.521393
500097,537674,Cable,TD-Non-Payment Disco,9-May-17,-81.963791,37.008196
500362,730157,Prospect Account,Serviceability Check - RES,10-May-17,-79.297243,37.332534
500363,260904,Network,NET-No Internet Connection,10-May-17,-79.621324,37.02628
500364,491421,Network,NET-No Internet Connection,10-May-17,-78.371657,37.275874
500366,115787,Residential VOIP,TEL-No Dial Tone,10-May-17,-78.838592,38.408049
500369,321171,VOIP-Res-ShenTel Cable,TEL-Noise On Line,10-May-17,-79.687045,37.807877
500373,456238,Network,NET-No Internet Connection,10-May-17,-79.251842,37.325782
500374,492948,Cable,CAB-Loss of Some Channels,10-May-17,-78.35482,38.983934
500375,234057,Cable,CAB-Loss of All Channels,10-May-17,-77.997317,37.085206
500630,230059,Cable,CAB-Loss of All Channels,12-May-17,-81.628875,37.595226
500635,198206,Network-Res DSL,NET-No Internet Connection,12-May-17,-79.075655,38.29296
500636,730436,Prospect Account,Serviceability Check - RES,12-May-17,-80.70382,38.661272
500639,267910,Cable,CAB-Equipment,12-May-17,-79.679957,37.055942
500640,326699,Network,Drop Bury - Post Install,12-May-17,-79.516501,37.359149
500643,556160,Cable,Drop Bury - Post Install,12-May-17,-79.886634,36.971357
500644,730066,Prospect Account,Drop PRE-Bury,12-May-17,-79.837666,36.922514
500646,289038,Network,NET-No Internet Connection,12-May-17,-78.851508,37.344025
500648,727511,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,12-May-17,-80.409419,37.133018
500943,584406,Network,NET-No Internet Connection,15-May-17,-79.040028,37.320225
500945,728572,Cable,CAB-Equipment,15-May-17,-79.988956,37.785651
500947,685235,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,15-May-17,-78.912648,37.338334
500948,481278,Network,NET-Intermittent Connection,15-May-17,-79.480055,39.415845
500949,730198,Cable,Drop - Aerial,15-May-17,-80.388518,37.082716
500950,222106,Network,NET-Intermittent Connection,15-May-17,-80.466799,39.076119
500951,686444,Network,NET-Slow Speed,15-May-17,-81.528991,37.631622
500953,730749,Prospect Account,Serviceability Check - RES,15-May-17,-79.161725,37.301139
500954,640941,VOIP-Bus ShenTel Cable,TEL-Not Receiving Calls,15-May-17,-81.431747,37.415645
500956,316500,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,15-May-17,-78.777181,37.327872
500957,15753,Cable - Business Customer,CAB-Equipment,15-May-17,-78.455995,38.935933
500959,718506,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,15-May-17,-80.392009,37.147869
500960,504627,Special Circuit,SPC-Special Circuit Issue,15-May-17,-78.638592,38.75079
501216,278414,Network,NET-Intermittent Connection,16-May-17,-79.323235,37.401489
501217,266381,Cable,CAB-Equipment,16-May-17,-79.828013,37.064314
501218,475068,Cable,CAB-Equipment,16-May-17,-78.358874,38.988496
501220,717036,Network-Res DSL,NET-No Internet Connection,16-May-17,-78.647967,38.738753
501222,538876,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,16-May-17,-79.299483,37.324287
501223,521958,Network,NET-No Internet Connection,16-May-17,-81.296906,36.892059
501224,564917,Network,NET-Intermittent Connection,16-May-17,-80.467647,37.752678
501228,17001,Cable,CAB-Poor Quality-All Channels,16-May-17,-78.682873,38.636764
501230,242831,Network,NET-No Internet Connection,16-May-17,-79.263632,37.375769
501232,199321,Network-Res DSL,NET-Intermittent Connection,16-May-17,-79.088632,38.343728
501505,278762,Network - Business Cust,NET-No Internet Connection,18-May-17,-80.558161,37.1409
501507,268078,Network,NET-Intermittent Connection,18-May-17,-79.77696,37.088528
501508,616998,VOIP-Res-ShenTel Cable,TEL-Noise On Line,18-May-17,-80.550482,38.409731
501509,176520,Business Phone Trunk Hunt,TEL-Not Receiving Calls,18-May-17,-78.36469,39.007015
501512,487310,Network-Res DSL,NET-No Internet Connection,18-May-17,-78.777996,38.813483
501513,231137,Network,NET-Slow Speed,18-May-17,-81.628875,37.595226
501514,242945,Cable,CAB-DTA,18-May-17,-79.299417,37.363661
501517,257750,Cable,CAB-Loss of One Channel,18-May-17,-79.795006,37.044369
501519,243214,Cable,Drop - Aerial,18-May-17,-81.389957,37.583503
501520,705223,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,18-May-17,-82.307517,36.890977
501521,27905,Network-Res DSL,NET-Intermittent Connection,18-May-17,-78.49848,38.886313
501795,189043,Network-Res DSL,NET-No Internet Connection,20-May-17,-79.083798,38.341867
501796,50709,Network-Res DSL,NET-No Internet Connection,20-May-17,-78.362792,39.022632
501797,189071,Network-Res DSL,NET-No Internet Connection,20-May-17,-79.083798,38.341867
501798,32289,Cable,CAB-Loss of All Channels,20-May-17,-78.646834,38.747639
501799,555654,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,20-May-17,-81.541944,37.36741
501801,654934,Network-Prepaid Svcs,NET-No Internet Connection,20-May-17,-80.40903,37.14475
501803,583573,Network,NET-No Internet Connection,20-May-17,-81.06565,36.946946
501805,193172,Network-Res DSL,NET-No Internet Connection,20-May-17,-79.054483,38.352944
501807,470071,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,20-May-17,-77.729797,39.323199
501808,37893,Residential Phone,TEL-No Dial Tone,20-May-17,-78.536153,38.817462
501809,14552,Cable,CAB-Equipment,20-May-17,-78.446169,38.98313
501811,259714,Cable - Business Customer,CAB-Loss of All Channels,20-May-17,-79.621773,37.056671
501812,525287,Network,NET-No Internet Connection,20-May-17,-79.180965,37.2599
502090,506231,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.522686,38.889128
502092,254284,Cable,CAB-DTA,22-May-17,-80.398979,37.138629
502093,731309,Network,Drop - Aerial,22-May-17,-81.419638,37.38892
502094,279948,Cable,CAB-Loss of All Channels,22-May-17,-79.258765,37.379885
502095,247888,Cable,CAB-Equipment,22-May-17,-81.638985,37.286234
502096,244615,Cable,CAB-Loss of All Channels,22-May-17,-81.09578,36.951072
502097,575540,Cable,CAB-Maestro,22-May-17,-79.144358,37.328838
502098,290217,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,22-May-17,-79.223707,37.327717
502100,518884,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,22-May-17,-79.896663,37.135429
502101,731618,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.505723,38.881308
502102,712617,Network,NET-No Internet Connection,22-May-17,-79.413116,39.423941
502104,528377,Cable,CAB-Loss of All Channels,22-May-17,-79.306108,37.368142
502105,634094,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,22-May-17,-80.478798,39.037597
502106,487305,Network,NET-No Internet Connection,22-May-17,-80.378184,37.128251
502381,631627,Network,NET-No Internet Connection,24-May-17,-81.431747,37.415645
502382,24724,Network-Res DSL,NET-No Internet Connection,24-May-17,-78.485343,38.792912
502385,486897,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,24-May-17,-81.535628,37.696994
502387,731284,Prospect Account,Drop PRE-Bury,24-May-17,-79.536417,37.301835
502394,554310,VOIP-Bus ShenTel Cable,Drop - Aerial,24-May-17,-80.462772,39.04106
502397,259714,Cable - Business Customer,CAB-Loss of All Channels,24-May-17,-79.621773,37.056671
502685,565900,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-79.828146,37.221532
502686,427047,Network-Res DSL,NET-No Internet Connection,26-May-17,-78.353634,38.978609
502687,241866,Cable,CAB-Loss of All Channels,26-May-17,-79.320919,37.389437
502691,706019,Cable,CAB-Equipment,26-May-17,-79.110838,37.358034
502692,598821,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-79.790337,36.989882
502693,732648,Prospect Account,Serviceability Check - RES,26-May-17,-78.828515,37.35977
502694,732649,Prospect Account,Serviceability Check - RES,26-May-17,-80.426252,37.152238
502697,694136,Network,NET-No Internet Connection,26-May-17,-81.572855,37.431601
502699,267539,Cable,CAB-Loss of All Channels,26-May-17,-79.646439,37.025085
502700,595191,Network,NET-No Internet Connection,26-May-17,-81.969587,37.019977
502702,287569,Cable,CAB-Loss of All Channels,26-May-17,-77.820661,36.768022
502988,237108,Cable,CAB-Maestro,29-May-17,-79.246978,37.317053
502990,707004,Network-Res DSL,NET-No Internet Connection,29-May-17,-78.57269,38.727143
502995,424040,Cable,CAB-Loss of All Channels,29-May-17,-80.092869,38.225688
502996,683844,Cable,CAB-Loss of All Channels,29-May-17,-79.704622,37.045801
502997,434044,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,29-May-17,-81.565808,37.44618
502999,254617,Network,NET-Intermittent Connection,29-May-17,-80.413619,37.127671
503000,590907,Network,NET-No Internet Connection,29-May-17,-79.20735,37.190859
503001,655153,Network,NET-No Internet Connection,29-May-17,-80.393062,37.133582
503002,250399,Cable,CAB-Loss of Some Channels,29-May-17,-81.463016,37.660399
503003,726081,Cable,CAB-Loss of All Channels,29-May-17,-79.960508,38.972256
503005,491829,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,29-May-17,-79.771201,37.095076
503008,356057,Network,NET-No Internet Connection,29-May-17,-78.502716,36.594761
503253,527567,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,31-May-17,-80.478549,39.015917
503254,407375,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,31-May-17,-78.159852,36.966354
503256,448958,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,31-May-17,-77.999303,37.080975
503257,733158,Prospect Account,Serviceability Check - RES,31-May-17,-80.375048,37.129732
503259,119271,Network-Res DSL,NET-No Internet Connection,31-May-17,-78.357319,38.990617
503260,289248,Cable,CAB-Equipment,31-May-17,-79.600036,37.194686
503261,126303,Cable,CAB-Loss of Some Channels,31-May-17,-79.917191,37.780945
503263,665874,Cable,CAB-DTA,31-May-17,-79.899603,37.004662
503264,439659,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,31-May-17,-79.382214,39.398623
503265,424346,Network-Res DSL,NET-Slow Speed,31-May-17,-78.506649,38.891178
499807,585148,Network,NET-Intermittent Connection,7-May-17,-79.823281,37.816848
